user_id,movie_id,rating,watch_date
33,96,2,2023-09-23
2,19,5,2024-06-30
29,5,2,2026-03-18
16,100,3,2025-05-20
25,73,1,2024-09-13
10,87,4,2023-09-27
24,48,4,2024-04-04
5,74,2,2024-11-29
24,51,3,2024-07-29
18,32,1,2026-04-29
48,24,4,2024-12-11
25,72,1,2025-08-30
50,34,4,2025-10-18
40,37,4,2025-11-02
8,18,1,2025-02-17
12,92,4,2026-02-25
44,41,3,2024-05-29
5,71,5,2025-08-01
20,21,2,2024-03-04
24,66,2,2026-01-21
13,18,2,2024-03-07
32,4,3,2024-11-04
37,48,4,2024-02-23
36,17,5,2023-12-02
6,9,3,2025-04-13
46,93,4,2024-12-03
27,99,4,2024-02-02
37,10,2,2023-09-03
21,83,1,2025-02-19
30,88,5,2025-06-07
9,100,5,2024-08-08
38,24,2,2025-03-08
33,8,1,2024-12-11
10,39,2,2025-12-11
21,91,2,2025-06-05
34,37,1,2025-09-11
13,82,5,2025-08-17
9,81,3,2024-09-03
35,12,5,2024-08-07
11,76,5,2025-12-19
11,85,5,2024-05-18
39,44,5,2026-04-13
2,11,1,2023-09-27
42,99,5,2025-08-27
42,27,5,2025-03-25
40,82,1,2025-01-01
41,70,3,2024-08-06
20,62,2,2024-02-21
44,52,3,2025-02-15
5,89,1,2025-12-15
29,54,4,2025-02-04
14,44,5,2025-12-29
21,92,3,2024-05-04
23,52,2,2024-04-07
24,66,5,2026-02-06
21,31,4,2026-01-20
18,58,2,2026-01-01
7,7,3,2023-09-30
25,79,4,2025-09-13
11,42,5,2024-05-17
21,25,2,2024-12-31
33,60,4,2023-12-07
20,64,1,2026-02-22
26,65,4,2023-09-09
16,28,5,2025-05-29
4,7,3,2025-01-04
39,84,4,2025-08-06
35,2,1,2025-03-10
9,34,3,2024-04-03
26,47,1,2025-04-10
4,73,5,2025-11-07
24,71,3,2026-03-11
25,65,4,2024-04-03
36,36,5,2024-06-28
40,16,2,2023-08-31
7,51,3,2024-03-03
22,72,3,2024-04-12
10,26,5,2024-12-20
26,65,1,2026-04-09
3,18,3,2024-02-22
31,67,4,2025-12-24
39,66,2,2025-06-24
40,41,2,2025-04-18
40,95,3,2024-09-25
22,65,5,2024-11-26
32,91,5,2025-07-23
31,3,3,2025-06-20
44,15,4,2024-10-05
20,93,1,2024-09-21
31,34,5,2024-10-11
15,93,1,2024-10-05
31,22,5,2024-08-19
47,80,4,2025-12-25
44,32,1,2024-10-16
45,15,2,2026-05-06
29,41,4,2025-12-21
27,89,2,2025-03-31
33,100,5,2023-10-26
31,95,1,2024-06-02
9,67,2,2024-10-28
21,85,4,2024-12-03
25,41,2,2025-02-09
35,44,5,2025-05-28
44,99,3,2024-09-08
31,25,2,2025-08-13
36,39,2,2023-10-04
20,99,3,2024-06-03
14,89,4,2025-07-05
31,45,5,2023-10-12
47,36,3,2026-01-21
37,87,5,2025-05-02
26,45,2,2025-08-01
3,37,1,2025-06-05
29,84,3,2024-04-20
31,28,2,2024-01-29
35,35,5,2024-06-12
18,18,1,2024-09-02
48,76,2,2025-09-19
4,86,5,2025-10-06
41,30,1,2026-02-12
27,43,4,2026-02-12
44,99,2,2026-05-20
36,21,4,2024-07-26
31,62,2,2024-04-11
19,42,3,2024-08-02
4,99,1,2024-07-27
37,30,5,2024-04-29
47,5,2,2025-03-24
12,5,4,2024-03-10
32,24,3,2023-12-10
3,2,3,2024-10-21
39,14,3,2025-08-07
30,83,5,2024-12-05
32,18,5,2025-01-31
18,25,1,2025-06-21
11,94,4,2024-07-31
17,92,2,2026-05-11
48,44,3,2024-10-21
44,97,2,2025-11-27
40,82,4,2024-01-30
28,66,3,2026-02-26
26,86,1,2025-11-17
9,62,3,2023-10-10
16,1,3,2025-04-28
16,58,3,2023-09-22
22,39,5,2024-05-15
37,2,3,2024-07-25
24,89,2,2026-03-23
43,16,4,2025-07-15
11,52,5,2023-10-23
46,99,3,2024-06-18
8,82,3,2025-05-14
40,29,2,2023-09-18
9,62,2,2025-02-14
48,78,3,2025-03-26
45,71,4,2024-04-10
35,86,2,2024-04-05
16,88,5,2023-12-13
6,68,4,2024-12-01
46,47,1,2023-10-29
37,15,1,2024-01-28
36,65,2,2024-10-16
35,20,2,2025-06-24
34,57,1,2024-06-28
14,92,5,2025-01-10
6,66,4,2024-02-17
4,59,2,2024-12-16
27,59,5,2026-03-27
36,60,3,2024-05-15
2,51,3,2024-02-09
1,96,2,2024-10-10
5,6,4,2025-06-07
45,9,5,2026-03-25
5,61,1,2025-08-05
27,24,2,2024-04-01
42,94,4,2025-05-07
25,58,4,2025-05-06
6,88,5,2026-01-09
42,45,1,2025-11-24
35,51,5,2026-01-15
47,29,1,2024-04-11
2,39,4,2024-07-05
47,70,4,2024-11-27
25,30,2,2025-02-08
23,20,3,2025-11-13
47,98,1,2026-04-23
43,54,5,2024-04-01
2,31,2,2026-03-18
7,77,1,2025-02-22
39,87,1,2025-09-17
48,6,4,2025-03-02
15,70,2,2024-04-13
50,8,2,2024-12-26
19,30,5,2025-07-03
37,77,3,2025-09-25
20,19,5,2025-10-11
27,39,3,2026-03-24
36,76,2,2024-08-22
44,55,5,2025-01-03
4,45,4,2024-03-12
34,41,4,2025-04-02
10,39,4,2025-11-18
49,69,4,2025-09-21
15,39,2,2024-02-20
30,8,5,2025-03-29
27,72,5,2026-01-08
25,32,3,2025-10-29
22,83,1,2023-10-24
29,48,1,2024-11-23
47,25,1,2025-08-24
25,87,5,2024-09-15
3,10,2,2024-02-22
49,76,5,2025-10-15
31,27,3,2025-07-19
1,28,2,2023-09-13
48,16,4,2023-11-01
16,90,5,2024-06-04
14,51,2,2024-11-06
21,100,3,2025-05-01
30,69,3,2025-07-14
17,47,5,2023-12-04
32,60,1,2024-02-23
47,61,3,2023-11-01
14,48,3,2025-03-28
3,73,2,2024-04-26
10,3,3,2024-11-05
38,75,4,2025-07-27
10,26,3,2025-10-02
25,73,2,2024-12-30
36,84,3,2025-09-04
49,63,4,2025-02-08
11,94,3,2025-12-03
9,93,5,2025-01-10
12,70,1,2024-12-05
3,10,1,2024-04-03
1,53,2,2024-01-14
41,30,1,2024-05-31
10,2,2,2024-12-24
30,48,1,2024-08-31
41,86,5,2023-11-03
31,85,4,2026-05-09
1,69,5,2025-03-30
1,3,5,2024-05-16
18,69,3,2026-05-08
33,90,4,2024-02-20
12,14,1,2024-12-05
10,31,2,2024-08-29
34,33,3,2025-08-25
26,11,3,2023-09-16
26,59,5,2025-09-18
45,29,3,2024-06-24
6,84,1,2026-02-19
26,49,4,2024-11-06
31,8,1,2024-06-05
11,11,4,2024-01-11
28,83,3,2024-10-23
7,68,1,2025-10-02
14,89,5,2025-01-24
18,6,1,2024-06-24
18,70,5,2024-07-21
3,23,3,2026-05-09
14,76,2,2024-04-15
46,51,1,2025-07-23
11,73,2,2024-10-22
25,87,5,2025-06-20
25,97,2,2024-03-07
45,93,1,2024-12-29
48,45,1,2026-02-14
28,30,1,2025-06-11
39,99,5,2023-09-21
39,51,3,2026-04-25
41,35,4,2025-01-08
15,46,5,2023-10-05
25,56,2,2024-06-28
38,85,4,2026-02-27
50,80,3,2024-02-28
16,92,1,2026-03-02
18,20,4,2024-05-27
41,20,4,2025-07-05
24,14,1,2026-05-20
20,57,3,2024-04-06
18,14,2,2026-02-25
12,56,4,2024-11-01
36,66,4,2026-02-09
2,12,3,2024-11-04
6,77,5,2024-03-13
21,50,1,2025-07-31
27,50,1,2024-05-13
36,32,5,2024-12-08
11,88,4,2025-12-03
9,35,3,2025-08-24
32,19,1,2025-12-05
28,36,4,2025-07-23
31,10,3,2025-09-10
16,93,4,2024-09-24
40,26,4,2026-02-05
9,39,1,2023-09-27
26,43,5,2025-05-01
22,57,3,2025-03-11
42,77,2,2025-07-22
21,78,2,2025-01-20
21,23,4,2023-09-07
21,38,4,2023-09-08
37,32,3,2025-05-05
18,51,3,2026-01-29
37,26,5,2024-11-13
12,88,5,2026-04-28
47,60,2,2025-03-03
19,89,1,2024-02-07
27,87,4,2026-01-03
41,39,2,2025-09-09
43,20,4,2024-03-08
25,10,4,2024-09-20
31,75,4,2024-11-24
33,89,4,2024-11-15
3,47,5,2024-09-24
41,11,1,2024-03-29
16,85,3,2025-12-06
42,79,1,2024-10-26
42,87,4,2023-09-08
49,43,4,2026-02-06
1,13,3,2025-10-10
33,96,5,2024-10-31
38,89,5,2025-10-11
29,48,4,2025-02-05
50,87,5,2024-06-17
33,20,3,2026-04-30
31,14,3,2025-03-26
6,15,2,2025-06-03
20,44,4,2024-03-13
14,67,4,2025-06-03
31,13,4,2024-05-16
45,58,3,2026-03-18
20,6,1,2026-05-02
22,83,1,2024-07-01
11,95,2,2024-12-13
12,71,2,2025-06-21
36,55,4,2025-09-30
26,81,2,2025-11-16
41,85,4,2025-04-15
2,95,5,2023-12-03
13,58,5,2025-03-12
25,1,2,2025-10-27
18,97,1,2024-10-11
7,69,2,2025-05-16
21,26,4,2026-01-29
17,86,4,2024-12-01
41,41,5,2025-04-23
40,51,5,2026-01-29
23,46,4,2024-08-31
12,87,3,2023-10-28
40,76,1,2024-07-06
9,41,1,2025-09-23
20,15,2,2025-05-08
45,19,5,2025-04-23
27,77,2,2024-10-14
25,55,2,2025-01-12
41,69,2,2024-11-03
11,63,3,2026-01-02
12,41,4,2024-08-29
4,46,1,2025-01-14
9,25,4,2023-09-12
36,65,4,2025-04-02
44,63,4,2024-05-28
29,63,2,2026-03-02
37,4,2,2025-07-30
3,36,2,2024-11-21
19,22,4,2024-10-23
48,99,4,2024-11-09
33,15,5,2026-01-29
18,100,5,2024-02-02
24,70,1,2024-04-07
47,57,5,2025-10-14
28,14,2,2025-07-25
3,58,3,2025-06-03
6,57,1,2024-03-22
16,27,5,2024-06-19
23,91,5,2024-08-16
28,22,5,2026-01-03
14,27,1,2024-10-19
23,69,3,2024-09-21
35,22,3,2024-06-04
19,38,5,2025-08-25
33,87,1,2026-01-07
49,53,1,2025-08-15
42,17,2,2025-09-12
10,92,3,2024-01-28
16,98,4,2025-01-09
10,74,3,2024-08-21
27,49,4,2026-03-09
41,99,1,2025-04-08
33,96,3,2024-06-13
24,59,4,2025-06-24
38,1,1,2024-05-07
30,82,3,2024-01-06
5,69,4,2025-10-14
28,28,4,2025-08-24
21,37,3,2024-11-11
37,17,5,2024-01-04
32,44,1,2026-04-08
7,81,4,2026-05-09
8,21,4,2025-02-12
1,55,2,2024-06-19
9,84,3,2025-12-14
18,12,3,2025-09-11
6,48,2,2026-04-02
26,81,3,2024-05-12
45,97,2,2025-03-12
42,12,1,2026-05-24
14,62,1,2026-01-10
38,29,5,2024-06-28
29,2,1,2024-06-12
22,16,4,2024-06-14
9,62,1,2025-10-03
25,12,1,2026-02-09
21,48,3,2026-01-05
25,100,2,2024-08-07
44,19,1,2024-11-28
37,2,5,2024-07-29
11,57,3,2024-05-16
14,81,2,2023-10-27
27,79,4,2023-12-27
14,12,1,2026-01-02
49,16,5,2024-05-08
25,45,4,2025-07-07
9,32,3,2024-08-03
6,32,5,2024-09-17
39,93,5,2025-08-07
50,89,1,2024-01-08
43,39,2,2024-12-11
39,66,2,2024-04-20
26,38,1,2024-03-14
16,64,4,2026-01-30
16,64,5,2026-03-14
34,2,3,2023-10-12
21,17,4,2023-12-26
37,54,3,2024-11-12
44,23,4,2023-09-21
50,10,1,2024-10-01
5,2,3,2025-10-17
3,8,4,2024-12-23
19,81,5,2024-03-31
27,55,4,2026-03-02
41,69,5,2024-09-02
10,36,1,2025-07-12
6,66,2,2023-09-01
10,69,3,2025-04-20
38,82,1,2025-07-12
45,56,2,2026-03-27
16,12,4,2026-01-27
30,79,5,2026-03-30
20,86,2,2026-01-23
1,91,2,2024-06-06
1,21,4,2023-09-23
23,67,5,2024-03-15
47,34,2,2025-05-10
9,96,3,2024-05-05
8,99,1,2025-06-16
28,35,5,2026-03-21
17,92,5,2024-08-21
5,64,4,2024-12-18
24,8,4,2023-12-28
37,22,3,2025-12-15
17,99,1,2023-11-22
37,87,1,2025-10-04
48,66,1,2026-04-10
1,32,1,2025-01-27
24,50,2,2025-11-23
3,71,4,2025-10-08
21,32,4,2023-10-31
47,41,3,2024-01-31
5,74,3,2026-01-23
33,87,1,2025-11-23
15,67,1,2023-09-22
26,9,4,2023-12-21
19,100,3,2025-06-24
6,71,4,2026-05-17
24,26,3,2024-10-25
20,95,5,2025-09-19
30,48,5,2023-09-03
32,99,2,2024-05-05
35,98,2,2025-12-22
1,53,1,2025-09-29
35,45,1,2023-09-25
22,1,4,2024-01-07
48,94,3,2026-02-08
14,68,2,2025-03-22
32,8,2,2024-05-27
18,12,1,2023-10-25
15,67,4,2024-06-07
24,59,1,2024-10-08
7,65,2,2024-08-11
26,10,5,2024-10-21
4,56,2,2025-09-25
19,34,3,2023-10-20
26,90,3,2025-07-04
29,35,2,2026-03-10
13,18,5,2026-02-03
10,14,2,2025-02-19
30,41,4,2026-01-22
35,46,2,2025-02-17
20,60,3,2024-01-04
8,12,2,2024-02-19
44,39,5,2026-04-14
14,42,2,2026-02-21
46,32,3,2025-04-15
33,7,3,2025-09-01
12,4,4,2024-01-01
29,72,5,2025-09-12
7,60,1,2024-02-22
9,16,1,2026-03-23
50,29,2,2025-11-04
26,48,1,2024-10-06
38,34,1,2026-05-03
5,26,4,2024-02-17
9,12,3,2026-01-20
3,60,1,2025-12-04
37,56,4,2025-01-02
2,49,4,2025-11-30
23,28,2,2025-08-17
18,58,2,2026-04-20
40,80,5,2025-09-16
42,38,4,2025-03-30
36,62,1,2026-02-25
18,50,2,2025-03-22
13,83,5,2025-09-12
41,70,1,2025-04-29
46,46,4,2024-11-14
32,45,5,2024-12-27
21,50,3,2025-11-22
2,41,5,2025-10-13
2,100,3,2026-03-27
31,68,3,2024-03-31
38,30,2,2026-02-12
16,85,2,2025-08-26
35,95,1,2024-04-03
15,74,4,2025-05-27
12,23,2,2024-09-26
21,95,3,2023-11-02
38,4,3,2023-09-28
37,73,2,2024-10-26
13,64,5,2025-07-13
12,63,1,2026-02-22
4,30,5,2025-10-13
2,68,4,2026-05-25
22,79,2,2024-02-20
9,44,2,2023-10-28
21,8,1,2025-12-25
38,91,2,2024-03-24
8,68,3,2023-09-15
5,48,4,2024-10-02
7,44,3,2025-06-29
9,21,4,2024-03-06
41,63,3,2025-11-28
46,72,5,2024-03-11
23,29,5,2024-02-11
12,49,3,2024-05-04
45,38,2,2025-11-25
47,1,5,2025-04-20
50,73,1,2025-11-20
39,41,5,2025-10-11
41,73,1,2023-10-09
32,19,3,2024-04-22
5,31,3,2025-07-02
11,82,1,2024-02-04
46,86,3,2025-02-22
1,34,2,2025-09-12
45,9,3,2025-09-05
7,93,1,2026-04-06
25,57,4,2023-09-06
11,53,4,2023-12-05
25,45,5,2025-05-06
7,62,5,2024-07-28
49,88,2,2025-12-10
29,10,1,2025-07-28
2,41,3,2023-09-24
7,10,3,2025-12-02
25,21,1,2024-11-11
6,44,5,2024-09-04
31,91,1,2025-03-10
42,22,5,2023-11-26
28,21,1,2026-02-11
22,27,2,2025-04-01
45,71,5,2025-08-27
43,37,3,2025-09-24
7,7,4,2024-10-17
36,63,2,2026-03-31
24,1,4,2026-02-25
19,85,5,2025-01-19
13,13,1,2025-10-26
11,82,3,2023-08-29
6,61,1,2025-07-14
26,61,4,2023-11-21
43,34,1,2024-08-06
35,50,2,2025-05-11
25,48,2,2025-02-23
3,34,4,2025-02-03
